a	b	r	nb	Figure_of_merit
1.404785156	0.987792969	3	2	0.243321377
2.025878906	0.205566406	3	2	0.239715302
1.284667969	0.980957031	3	2	0.244587353
2.594238281	0.299316406	3	2	0.231933516
2.160644531	0.372558594	3	2	0.237337501
2.632324219	0.993652344	3	2	0.231868171
2.430175781	0.192871094	3	2	0.235012586
1.516113281	0.122558594	3	2	0.242899957
0.610839844	0.003417969	3	2	0.245187926
0.909667969	0.124511719	3	2	0.250058312
2.441894531	0.889160156	3	2	0.230867077
1.668457031	0.883300781	3	2	0.242545299
2.597167969	0.130371094	3	2	0.234290573
2.233886719	0.406738281	3	2	0.235209645
2.137207031	0.837402344	3	2	0.236283626
1.770996094	0.444824219	3	2	0.241902996
2.661621094	0.521972656	3	2	0.233940811
0.476074219	0.031738281	3	2	0.243765286
0.115722656	0.151855469	3	2	0.227743709
2.813964844	0.830566406	3	2	0.227830255
1.167480469	0.772949219	3	2	0.244831961
2.102050781	0.822753906	3	2	0.237381451
2.846191406	0.437011719	3	2	0.229650547
2.685058594	0.390136719	3	2	0.232630964
1.029785156	0.288574219	3	2	0.245143419
2.494628906	0.616699219	3	2	0.232325734
1.401855469	0.160644531	3	2	0.242789105
2.685058594	0.092285156	3	2	0.234006376
2.998535156	0.882324219	3	2	0.229194968
0.499511719	0.714355469	3	2	0.244898688
0.294433594	0.154785156	3	2	0.23328554
2.444824219	0.722167969	3	2	0.232630964
2.406738281	0.611816406	3	2	0.234596778
0.118652344	0.212402344	3	2	0.227613913
0.294433594	0.669433594	3	2	0.237337501
0.565429688	0.125976563	3	2	0.243965148
2.809570313	0.502929688	3	2	0.228913112
2.219238281	0.044433594	3	2	0.236942087
0.218261719	0.477050781	3	2	0.231868171
1.765136719	0.211425781	3	2	0.240002136
2.696777344	0.478027344	3	2	0.231149829
2.371582031	0.009277344	3	2	0.235362956
1.240722656	0.170410156	3	2	0.245054415
0.385253906	0.253417969	3	2	0.240509935
0.077636719	0.273925781	3	2	0.22867472
1.817871094	0.053222656	3	2	0.24292213
1.870605469	0.590332031	3	2	0.23815109
0.372070313	0.690429688	3	2	0.240068347
0.373535156	0.007324219	3	2	0.23545058
1.073730469	0.903808594	3	2	0.24463182
0.892089844	0.814941406	3	2	0.248154783
1.627441406	0.261230469	3	2	0.241062363
2.427246094	0.943847656	3	2	0.232740012
2.148925781	0.213378906	3	2	0.241018151
0.892089844	0.034667969	3	2	0.248982665
0.004394531	0.841308594	3	2	0.231781054
0.684082031	0.755371094	3	2	0.248714042
0.675292969	0.027832031	3	2	0.248646905
1.088378906	0.643066406	3	2	0.245276949
0.722167969	0.410644531	3	2	0.24974439
1.073730469	0.855957031	3	2	0.248445536
2.550292969	0.902832031	3	2	0.228956467
2.562011719	0.579589844	3	2	0.229889318
0.279785156	0.609863281	3	2	0.234399915
2.808105469	0.816894531	3	2	0.231171585
0.988769531	0.610839844	3	2	0.247372661
2.254394531	0.094238281	3	2	0.239605017
2.134277344	0.136230469	3	2	0.240598291
0.174316406	0.510253906	3	2	0.233045448
1.618652344	0.058105469	3	2	0.242368046
2.043457031	0.114746094	3	2	0.235034478
1.917480469	0.022949219	3	2	0.23584504
1.841308594	0.060058594	3	2	0.238921687
2.477050781	0.697753906	3	2	0.232456528
0.883300781	0.489746094	3	2	0.248020636
1.325683594	0.795410156	3	2	0.241195019
1.437011719	0.776855469	3	2	0.242766937
2.726074219	0.281738281	3	2	0.234618656
0.895019531	0.638183594	3	2	0.249453033
1.337402344	0.931152344	3	2	0.245165672
2.002441406	0.762207031	3	2	0.238085084
0.370605469	0.226074219	3	2	0.235910808
2.529785156	0.256347656	3	2	0.230454056
2.734863281	0.966308594	3	2	0.231998868
0.950683594	0.436035156	3	2	0.248400796
0.473144531	0.060058594	3	2	0.238041083
0.411621094	0.395996094	3	2	0.238591314
1.870605469	0.263183594	3	2	0.239649129
0.464355469	0.121582031	3	2	0.241571031
2.860839844	0.346191406	3	2	0.229390175
0.880371094	0.740722656	3	2	0.249520257
2.292480469	0.199707031	3	2	0.235582039
2.356933594	0.264160156	3	2	0.233351036
0.804199219	0.228027344	3	2	0.246926174
2.345214844	0.861816406	3	2	0.232216759
0.142089844	0.564941406	3	2	0.229433563
0.643066406	0.140136719	3	2	0.246903859
2.230957031	0.490722656	3	2	0.235691609
0.414550781	0.510253906	3	2	0.240024205
0.681152344	0.822753906	3	2	0.25010317
1.684570313	0.563476563	3	2	0.241947272
1.053222656	0.482910156	3	2	0.245299206
1.053222656	0.655761719	3	2	0.245945028
2.770019531	0.811035156	3	2	0.231193341
1.290527344	0.182128906	3	2	0.243876312
1.398925781	0.411621094	3	2	0.242789105
0.596191406	0.244628906	3	2	0.246680743
0.938964844	0.205566406	3	2	0.247149378
0.971191406	0.293457031	3	2	0.250035883
1.993652344	0.837402344	3	2	0.236612769
1.331542969	0.113769531	3	2	0.244431743
0.001464844	0.643066406	3	2	0.231084567
1.867675781	0.182128906	3	2	0.239031851
1.521972656	0.624511719	3	2	0.24214655
2.512207031	0.712402344	3	2	0.23254374
1.085449219	0.831542969	3	2	0.249027447
2.069824219	0.937988281	3	2	0.236130085
1.902832031	0.943847656	3	2	0.238899657
0.461425781	0.400878906	3	2	0.241792322
0.238769531	0.360839844	3	2	0.232761824
2.252929688	0.688476563	3	2	0.238393175
1.826660156	0.304199219	3	2	0.238591314
2.717285156	0.675292969	3	2	0.229151597
2.213378906	0.332519531	3	2	0.234509276
0.353027344	0.369628906	3	2	0.237117795
2.790527344	0.182128906	3	2	0.231062815
0.496582031	0.884277344	3	2	0.245922747
1.111816406	0.245605469	3	2	0.24672536
2.450683594	0.638183594	3	2	0.233547565
1.844238281	0.173339844	3	2	0.238987783
0.136230469	0.966308594	3	2	0.232630964
0.045410156	0.584472656	3	2	0.231041063
1.199707031	0.334472656	3	2	0.245165672
2.919433594	0.951660156	3	2	0.227895173
0.399902344	0.589355469	3	2	0.240333262
2.811035156	0.069824219	3	2	0.228869762
0.836425781	0.603027344	3	2	0.252552855
1.937988281	0.902832031	3	2	0.237865113
0.528808594	0.436035156	3	2	0.245544094
0.130371094	0.490722656	3	2	0.231171585
1.958496094	0.100097656	3	2	0.243277004
2.365722656	0.795410156	3	2	0.235187746
0.824707031	0.774902344	3	2	0.250619278
0.499511719	0.703613281	3	2	0.246435408
0.358886719	0.188964844	3	2	0.238635354
1.604003906	0.226074219	3	2	0.241615283
1.765136719	0.542480469	3	2	0.24400957
1.067871094	0.053222656	3	2	0.245900467
2.860839844	0.253417969	3	2	0.231389183
0.001464844	0.643066406	3	2	0.231410948
1.258300781	0.613769531	3	2	0.245276949
0.842285156	0.547363281	3	2	0.249587488
0.004394531	0.376464844	3	2	0.230345412
0.783691406	0.542480469	3	2	0.24974439
1.806152344	0.870605469	3	2	0.239406554
0.247558594	0.327636719	3	2	0.232718201
1.076660156	0.659667969	3	2	0.248154783
2.945800781	0.677246094	3	2	0.22856639
0.938964844	0.205566406	3	2	0.25104595
0.364746094	0.288574219	3	2	0.238415187
0.979980469	0.585449219	3	2	0.250551936
0.663574219	0.477050781	3	2	0.249251403
0.101074219	0.503417969	3	2	0.233045448
0.446777344	0.728027344	3	2	0.244854202
2.304199219	0.675292969	3	2	0.235538216
1.056152344	0.274902344	3	2	0.247394994
1.618652344	0.510253906	3	2	0.243498902
2.644042969	0.077636719	3	2	0.230519251
2.477050781	0.520996094	3	2	0.232521936
2.509277344	0.150878906	3	2	0.233001805
0.915527344	0.807128906	3	2	0.248445536
0.312011719	0.829589844	3	2	0.239097958
1.126464844	0.518066406	3	2	0.24911702
2.427246094	0.161621094	3	2	0.232325734
2.720214844	0.736816406	3	2	0.22934679
2.075683594	0.561035156	3	2	0.237029935
1.568847656	0.404785156	3	2	0.240598291
1.598144531	0.935058594	3	2	0.238503244
2.236816406	0.322753906	3	2	0.239869735
2.989746094	0.381347656	3	2	0.230801844
1.369628906	0.737792969	3	2	0.243432324
2.875488281	0.263183594	3	2	0.232609157
1.410644531	0.622558594	3	2	0.243942938
2.356933594	0.624511719	3	2	0.233132743
0.543457031	0.181152344	3	2	0.244231731
0.637207031	0.337402344	3	2	0.248378427
1.659667969	0.348144531	3	2	0.241836589
1.152832031	0.665527344	3	2	0.247774773
0.965332031	0.756347656	3	2	0.248579775
0.467285156	0.851074219	3	2	0.244253951
0.162597656	0.186035156	3	2	0.230041312
2.427246094	0.851074219	3	2	0.23075836
2.840332031	0.881347656	3	2	0.228696388
0.836425781	0.025878906	3	2	0.250080741
0.651855469	0.910644531	3	2	0.251450434
1.264160156	0.366699219	3	2	0.245766803
2.893066406	0.589355469	3	2	0.22991103
0.862792969	0.583496094	3	2	0.249341008
0.440917969	0.699707031	3	2	0.241659538
0.637207031	0.958496094	3	2	0.249542667
1.908691406	0.999511719	3	2	0.236634718
2.233886719	0.063964844	3	2	0.235932733
0.742675781	0.130371094	3	2	0.249273803
1.199707031	0.395996094	3	2	0.244276172
0.042480469	0.457519531	3	2	0.231519779
2.670410156	0.128417969	3	2	0.229607144
2.881347656	0.386230469	3	2	0.230432326
0.294433594	0.154785156	3	2	0.232783636
0.728027344	0.104980469	3	2	0.248445536
2.734863281	0.966308594	3	2	0.232696391
1.205566406	0.901855469	3	2	0.247819468
0.033691406	0.355957031	3	2	0.230171622
0.045410156	0.656738281	3	2	0.230584453
0.862792969	0.590332031	3	2	0.249318606
0.332519531	0.829589844	3	2	0.237513321
2.945800781	0.176269531	3	2	0.230280235
0.001464844	0.581542969	3	2	0.231606859
0.900878906	0.460449219	3	2	0.246703051
1.686035156	0.444824219	3	2	0.241858724
1.908691406	0.480957031	3	2	0.238041083
2.840332031	0.724121094	3	2	0.227138227
1.357910156	0.147949219	3	2	0.24616788
1.439941406	0.323730469	3	2	0.243942938
0.247558594	0.404785156	3	2	0.230954064
2.122558594	0.529785156	3	2	0.235866962
1.073730469	0.855957031	3	2	0.24567771
2.102050781	0.399902344	3	2	0.239075922
1.554199219	0.422363281	3	2	0.240973942
0.493652344	0.183105469	3	2	0.243698679
1.844238281	0.549316406	3	2	0.239119996
0.440917969	0.699707031	3	2	0.242257288
2.957519531	0.123535156	3	2	0.228025029
1.738769531	0.044433594	3	2	0.243033006
1.264160156	0.490722656	3	2	0.245699982
1.173339844	0.065917969	3	2	0.248736423
0.786621094	0.270996094	3	2	0.248467907
1.539550781	0.837402344	3	2	0.238943718
0.786621094	0.209472656	3	2	0.251720235
1.357910156	0.094238281	3	2	0.244431743
0.033691406	0.124511719	3	2	0.225734945
0.921386719	0.698730469	3	2	0.248311325
0.338378906	0.897949219	3	2	0.240730847
1.325683594	0.795410156	3	2	0.246390812
1.229003906	0.034667969	3	2	0.248714042
2.066894531	0.903808594	3	2	0.236854252
0.760253906	0.257324219	3	2	0.248221868
1.278808594	0.622558594	3	2	0.244231731
0.136230469	0.293457031	3	2	0.228653053
2.219238281	0.121582031	3	2	0.238503244
0.821777344	0.025878906	3	2	0.248825954
0.276855469	0.481933594	3	2	0.232325734
1.026855469	0.934082031	3	2	0.247127054
2.734863281	0.966308594	3	2	0.229932741
1.905761719	0.547363281	3	2	0.239450651
2.104980469	0.762207031	3	2	0.234115667
1.325683594	0.843261719	3	2	0.241460416
1.571777344	0.713378906	3	2	0.240509935
0.320800781	0.551269531	3	2	0.235384861
2.758300781	0.113769531	3	2	0.230888822
1.788574219	0.844238281	3	2	0.239825607
0.007324219	0.118652344	3	2	0.226533343
1.891113281	0.747558594	3	2	0.237381451
2.427246094	0.943847656	3	2	0.233897104
0.270996094	0.787597656	3	2	0.238591314
2.808105469	0.816894531	3	2	0.229194968
1.357910156	0.440917969	3	2	0.243166084
2.857910156	0.647949219	3	2	0.229411869
1.668457031	0.489746094	3	2	0.240532023
1.987792969	0.707519531	3	2	0.238327142
2.655761719	0.797363281	3	2	0.233001805
1.993652344	0.635253906	3	2	0.238261117
0.174316406	0.027832031	3	2	0.228003384
0.637207031	0.271972656	3	2	0.247149378
0.221191406	0.369628906	3	2	0.231933516
0.159667969	0.848144531	3	2	0.232958165
1.091308594	0.623535156	3	2	0.24726101
0.713378906	0.956542969	3	2	0.249094625
1.659667969	0.105957031	3	2	0.2384372
2.562011719	0.151855469	3	2	0.232500133
0.883300781	0.681152344	3	2	0.250641728
0.074707031	0.270996094	3	2	0.229650547
2.535644531	0.497558594	3	2	0.234662414
1.684570313	0.877929688	3	2	0.241106579
2.775878906	0.270019531	3	2	0.232783636
0.590332031	0.867675781	3	2	0.250507045
2.198730469	0.176269531	3	2	0.23584504
1.513183594	0.905761719	3	2	0.240708753
1.410644531	0.482910156	3	2	0.243609881
1.902832031	0.943847656	3	2	0.237205668
0.815917969	0.129394531	3	2	0.248579775
2.591308594	0.670410156	3	2	0.231062815
0.332519531	0.200683594	3	2	0.234925024
1.349121094	0.083496094	3	2	0.242368046
2.799316406	0.546386719	3	2	0.228263169
1.325683594	0.795410156	3	2	0.240333262
0.086425781	0.974121094	3	2	0.233089094
0.221191406	0.729980469	3	2	0.231476244
2.424316406	0.308105469	3	2	0.233744156
2.474121094	0.958496094	3	2	0.23637138
0.921386719	0.055175781	3	2	0.25059683
2.541503906	0.663574219	3	2	0.235560127
0.637207031	0.958496094	3	2	0.248490279
1.923339844	0.423339844	3	2	0.237711179
1.908691406	0.557128906	3	2	0.239693244
1.964355469	0.598144531	3	2	0.237799137
1.583496094	0.725097656	3	2	0.238811543
2.304199219	0.242675781	3	2	0.236130085
1.431152344	0.947753906	3	2	0.241593157
0.968261719	0.727050781	3	2	0.2509561
0.742675781	0.785644531	3	2	0.250439714
0.004394531	0.844238281	3	2	0.232173175
1.782714844	0.299316406	3	2	0.240532023
1.035644531	0.857910156	3	2	0.24616788
0.335449219	0.586425781	4	2	0.241725926
2.151855469	0.309082031	4	2	0.23659082
1.278808594	0.186035156	4	2	0.244698526
0.666503906	0.627441406	4	2	0.250192898
1.513183594	0.873535156	4	2	0.23927428
0.840820313	0.096679688	4	2	0.246257043
0.659179688	0.907226563	4	2	0.249520257
0.968261719	0.673339844	4	2	0.247752427
1.961425781	0.849121094	4	2	0.234946913
2.210449219	0.461425781	4	2	0.234990694
0.165527344	0.557128906	4	2	0.231628631
2.767089844	0.189941406	4	2	0.232173175
1.349121094	0.834472656	4	2	0.240487848
2.884277344	0.838378906	4	2	0.233591246
2.852050781	0.145996094	4	2	0.232303937
2.266113281	0.872558594	4	2	0.235516306
1.346191406	0.854980469	4	2	0.242412354
2.321777344	0.963378906	4	2	0.235362956
1.448730469	0.241699219	4	2	0.243543292
2.479980469	0.887207031	4	2	0.236020437
2.389160156	0.972167969	4	2	0.235954658
2.292480469	0.207519531	4	2	0.237865113
1.621582031	0.942871094	4	2	0.240443677
0.285644531	0.747558594	4	2	0.233503886
1.867675781	0.182128906	4	2	0.239031851
0.648925781	0.661621094	4	2	0.247171703
1.448730469	0.278808594	4	2	0.242456666
0.440917969	0.661621094	4	2	0.241770189
1.879394531	0.251464844	4	2	0.238943718
0.534667969	0.249511719	4	2	0.239737362
1.542480469	0.449707031	4	2	0.242190843
0.965332031	0.978027344	4	2	0.248736423
0.786621094	0.396972656	4	2	0.250551936
1.580566406	0.791503906	4	2	0.241947272
2.002441406	0.886230469	4	2	0.239538856
2.878417969	0.012207031	4	2	0.231236857
0.309082031	0.461425781	4	2	0.233438374
0.918457031	0.306152344	4	2	0.249721973
1.328613281	0.199707031	4	2	0.245945028
2.743652344	0.385253906	4	2	0.231519779
0.309082031	0.461425781	4	2	0.236064294
2.887207031	0.087402344	4	2	0.231019312
0.150878906	0.210449219	4	2	0.229021503
1.694824219	0.312988281	4	2	0.242035832
0.827636719	0.479980469	4	2	0.247238682
0.810058594	0.967285156	4	2	0.247305668
2.389160156	0.312988281	4	2	0.23698601
0.329589844	0.097167969	4	2	0.232652772
2.813964844	0.830566406	4	2	0.235187746
0.379394531	0.751464844	4	2	0.2384372
0.924316406	0.808105469	4	2	0.249251403
1.981933594	0.481933594	4	2	0.240002136
2.714355469	0.294433594	4	2	0.230997562
2.377441406	0.511230469	4	2	0.235954658
2.632324219	0.820800781	4	2	0.232500133
0.971191406	0.479980469	4	2	0.250753985
0.962402344	0.151855469	4	2	0.247127054
2.529785156	0.859863281	4	2	0.232849079
0.030761719	0.120605469	4	2	0.229238342
0.139160156	0.222167969	4	2	0.228978145
0.270996094	0.067871094	4	2	0.230562719
1.738769531	0.779785156	4	2	0.239472701
0.010253906	0.007324219	4	2	0.229737362
2.983886719	0.156738281	4	2	0.228154912
1.202636719	0.750488281	4	2	0.246257043
0.566894531	0.188964844	4	2	0.23927428
2.081542969	0.863769531	4	2	0.237381451
2.494628906	0.612792969	4	2	0.231868171
2.878417969	0.030761719	4	2	0.228891437
0.672363281	0.278808594	4	2	0.247707736
1.103027344	0.119628906	4	2	0.24543277
0.142089844	0.784667969	4	2	0.229325099
0.417480469	0.935058594	4	2	0.24188086
0.607910156	0.190917969	4	2	0.242124405
0.634277344	0.525878906	4	2	0.249251403
0.944824219	0.222167969	4	2	0.250619278
0.089355469	0.723144531	4	2	0.231650403
1.589355469	0.996582031	4	2	0.242678272
0.508300781	0.863769531	4	2	0.243254818
1.425292969	0.777832031	4	2	0.242988653
1.425292969	0.421386719	4	2	0.246279336
0.924316406	0.421386719	4	2	0.247618365
1.513183594	0.825683594	4	2	0.241725926
2.951660156	0.125488281	4	2	0.23204244
2.122558594	0.264160156	4	2	0.235319149
2.567871094	0.803222656	4	2	0.231498011
2.884277344	0.290527344	4	2	0.230845332
1.315429688	0.315429688	4	2	0.244120641
0.098144531	0.062988281	4	2	0.22867472
1.899902344	0.089355469	4	2	0.240487848
2.737792969	0.858886719	4	2	0.233001805
2.459472656	0.602050781	4	2	0.235122055
2.538574219	0.212402344	4	2	0.23324188
0.309082031	0.696777344	4	2	0.236942087
1.393066406	0.354003906	4	2	0.244276172
1.328613281	0.060058594	4	2	0.246435408
2.767089844	0.189941406	4	2	0.231236857
2.122558594	0.653808594	4	2	0.236305563
1.240722656	0.026855469	4	2	0.243565487
1.867675781	0.196777344	4	2	0.239560909
1.987792969	0.458496094	4	2	0.240642473
2.775878906	0.269042969	4	2	0.231541548
2.403808594	0.811035156	4	2	0.234859361
1.366699219	0.484863281	4	2	0.243521097
0.660644531	0.872558594	4	2	0.248669283
2.207519531	0.873535156	4	2	0.235866962
1.806152344	0.947753906	4	2	0.238657374
1.762207031	0.462402344	4	2	0.242899957
2.107910156	0.271972656	4	2	0.240178714
1.530761719	0.039550781	4	2	0.240554111
0.534667969	0.230957031	4	2	0.241062363
0.361816406	0.983886719	4	2	0.242855614
1.524902344	0.541503906	4	2	0.241195019
1.949707031	0.645996094	4	2	0.240598291
0.528808594	0.608886719	4	2	0.241814455
2.061035156	0.819824219	4	2	0.236920127
1.908691406	0.417480469	4	2	0.240907634
1.302246094	0.193847656	4	2	0.243876312
2.588378906	0.147949219	4	2	0.235143951
0.848144531	0.312988281	4	2	0.245633168
2.620605469	0.513183594	4	2	0.231933516
2.755371094	0.240722656	4	2	0.233263709
0.074707031	0.024902344	4	2	0.228826414
1.410644531	0.470214844	4	2	0.242523139
1.346191406	0.494628906	4	2	0.243254818
2.131347656	0.117675781	4	2	0.237095829
1.521972656	0.120605469	4	2	0.242545299
0.385253906	0.348144531	4	2	0.238129087
2.184082031	0.586425781	4	2	0.236239753
2.269042969	0.176269531	4	2	0.236459147
0.886230469	0.043457031	4	2	0.239097958
2.145996094	0.600097656	4	2	0.239671186
2.576660156	0.554199219	4	2	0.23169395
0.745605469	0.379394531	4	2	0.248266595
2.837402344	0.026855469	4	2	0.229780775
1.756347656	0.742675781	4	2	0.241150797
2.497558594	0.528808594	4	2	0.231998868
2.793457031	0.364746094	4	2	0.231998868
2.799316406	0.546386719	4	2	0.232086015
0.628417969	0.780761719	4	2	0.248937887
2.986816406	0.120605469	4	2	0.230497519
0.689941406	0.963378906	4	2	0.249632313
2.169433594	0.187011719	4	2	0.237381451
2.515136719	0.961425781	4	2	0.230193343
2.799316406	0.902832031	4	2	0.228588055
2.230957031	0.802246094	4	2	0.236832295
1.899902344	0.166503906	4	2	0.240642473
1.315429688	0.315429688	4	2	0.245610899
1.882324219	0.570800781	4	2	0.239935932
0.253417969	0.849121094	4	2	0.234071949
1.844238281	0.549316406	4	2	0.239759422
1.439941406	0.343261719	4	2	0.247372661
0.648925781	0.661621094	4	2	0.24799828
2.034667969	0.567871094	4	2	0.236459147
1.527832031	0.290527344	4	2	0.242899957
1.647949219	0.759277344	4	2	0.240554111
2.714355469	0.871582031	4	2	0.231345658
0.276855469	0.684082031	4	2	0.23577928
2.708496094	0.757324219	4	2	0.230649663
2.014160156	0.187988281	4	2	0.240421592
0.417480469	0.832519531	4	2	0.241040257
1.536621094	0.646972656	4	2	0.240841333
1.677246094	0.193847656	4	2	0.241327703
2.942871094	0.428222656	4	2	0.235297247
1.302246094	0.818847656	4	2	0.241460416
2.714355469	0.348144531	4	2	0.23431244
2.339355469	0.007324219	4	2	0.235910808
1.483886719	0.367675781	4	2	0.245833631
2.230957031	0.802246094	4	2	0.239009816
1.519042969	0.427246094	4	2	0.247171703
2.638183594	0.607910156	4	2	0.233656775
1.935058594	0.640136719	4	2	0.240620381
2.819824219	0.847167969	4	2	0.228111614
0.640136719	0.157714844	4	2	0.242057974
1.592285156	0.193847656	4	2	0.23896575
1.284667969	0.973144531	4	2	0.247841817
0.795410156	0.406738281	4	2	0.250462157
0.818847656	0.323730469	4	2	0.251001023
0.118652344	0.510253906	4	2	0.230627925
1.023925781	0.838378906	4	2	0.245076665
2.743652344	0.587402344	4	2	0.231672176
1.215820313	0.721679688	4	2	0.247194028
1.299316406	0.635253906	4	2	0.243965148
0.112792969	0.332519531	4	2	0.228523064
2.752441406	0.012207031	4	2	0.232892711
2.843261719	0.109863281	4	2	0.229368482
2.772949219	0.019042969	4	2	0.228111614
1.858886719	0.742675781	4	2	0.240399509
1.164550781	0.332519531	4	2	0.244298394
2.210449219	0.461425781	4	2	0.238019084
1.882324219	0.243652344	4	2	0.239384506
1.765136719	0.032714844	4	2	0.242080117
0.795410156	0.460449219	4	2	0.248467907
0.827636719	0.523925781	4	2	0.246636129
0.188964844	0.455566406	4	2	0.230606189
1.932128906	0.050292969	4	2	0.235253444
1.691894531	0.139160156	4	2	0.242789105
1.791503906	0.066894531	4	2	0.238481229
1.694824219	0.306152344	4	2	0.239406554
0.068847656	0.827636719	4	2	0.231323896
0.232910156	0.646972656	4	2	0.233853401
1.738769531	0.044433594	4	2	0.2384372
2.418457031	0.803222656	4	2	0.233503886
1.215820313	0.532226563	4	2	0.245633168
0.279785156	0.506347656	4	2	0.234071949
0.411621094	0.271972656	4	2	0.238415187
0.728027344	0.259277344	4	2	0.246881543
1.776855469	0.785644531	4	2	0.239494752
2.482910156	0.396972656	4	2	0.238019084
2.948730469	0.741699219	4	2	0.228371445
0.010253906	0.973144531	4	2	0.231802832
0.754394531	0.626464844	4	2	0.24911702
2.395019531	0.953613281	4	2	0.229889318
1.486816406	0.858886719	4	2	0.242966478
0.054199219	0.978027344	4	2	0.232064227
1.044433594	0.919433594	4	2	0.247663049
2.816894531	0.653808594	4	2	0.231062815
2.441894531	0.156738281	4	2	0.236152017
0.531738281	0.481933594	4	2	0.247082409
2.997070313	0.375976563	4	2	0.229889318
1.346191406	0.854980469	4	2	0.242656108
2.342285156	0.226074219	4	2	0.236634718
2.919433594	0.044433594	4	2	0.229086547
2.271972656	0.014160156	4	2	0.238877627
1.293457031	0.931152344	4	2	0.242279438
2.160644531	0.750488281	4	2	0.236327501
2.321777344	0.963378906	4	2	0.234268707
2.014160156	0.847167969	4	2	0.237403428
0.745605469	0.351074219	4	2	0.246703051
0.309082031	0.696777344	4	2	0.237051899
2.693847656	0.202636719	4	2	0.231215099
2.436035156	0.694824219	4	2	0.231410948
0.455566406	0.151855469	4	2	0.234443657
0.007324219	0.125488281	4	2	0.229368482
0.417480469	0.574707031	4	2	0.242168696
0.284179688	0.721679688	4	2	0.238393175
1.278808594	0.186035156	4	2	0.247752427
1.463378906	0.206542969	4	2	0.243321377
0.689941406	0.963378906	4	2	0.25093364
1.114746094	0.538574219	4	2	0.244743001
1.759277344	0.400878906	4	2	0.241106579
2.228027344	0.759277344	4	2	0.237975088
1.753417969	0.155761719	4	2	0.242478823
1.401855469	0.160644531	4	2	0.244587353
2.485839844	0.221191406	4	2	0.234071949
1.311035156	0.578613281	4	2	0.245143419
0.054199219	0.992675781	4	2	0.232020654
2.863769531	0.422363281	4	2	0.230106464
0.514160156	0.616699219	4	2	0.24652461
1.647949219	0.891113281	4	2	0.24407621
1.923339844	0.299316406	4	2	0.239781483
2.356933594	0.356933594	4	2	0.238371163
1.070800781	0.541503906	4	2	0.248646905
1.627441406	0.155761719	4	2	0.242345893
0.619628906	0.241699219	4	2	0.24163741
0.947753906	0.910644531	4	2	0.247529007
0.537597656	0.792480469	4	2	0.247037766
1.076660156	0.659667969	4	2	0.247283338
1.677246094	0.193847656	4	2	0.244298394
1.791503906	0.913574219	4	2	0.241018151
0.971191406	0.293457031	4	2	0.246101016
0.285644531	0.107910156	4	2	0.230997562
0.036621094	0.959472656	4	2	0.231824611
1.894042969	0.996582031	4	2	0.239649129
2.441894531	0.813964844	4	2	0.237359476
1.926269531	0.548339844	4	2	0.240399509
0.074707031	0.664550781	4	2	0.231345658
0.807128906	0.925292969	4	2	0.250619278
2.368652344	0.760253906	4	2	0.234662414
1.615722656	0.195800781	4	2	0.242500981
0.458496094	0.600097656	4	2	0.242855614
1.656738281	0.985839844	4	2	0.240002136
1.542480469	0.810058594	4	2	0.243965148
1.281738281	0.934082031	4	2	0.245032166
1.961425781	0.849121094	4	2	0.238261117
0.074707031	0.024902344	4	2	0.230019596
1.252441406	0.525878906	4	2	0.24652461
0.335449219	0.578613281	4	2	0.238745466
0.619628906	0.426269531	4	2	0.246747669
2.479980469	0.887207031	4	2	0.230475787
0.552246094	0.443847656	4	2	0.244720763
0.991699219	0.859863281	4	2	0.245833631
1.334472656	0.727050781	4	2	0.245967309
2.415527344	0.821777344	4	2	0.232434727
1.387207031	0.708496094	4	2	0.242545299
0.183105469	0.777832031	4	2	0.232303937
0.162597656	0.186035156	4	2	0.230041312
0.824707031	0.959472656	4	2	0.248490279
1.636230469	0.679199219	4	2	0.244609586
2.266113281	0.887207031	4	2	0.235494396
1.961425781	0.691894531	4	2	0.235384861
1.621582031	0.759277344	4	2	0.240156639
2.605957031	0.570800781	4	2	0.235516306
1.557128906	0.675292969	4	2	0.241836589
2.567871094	0.239746094	4	2	0.233372869
2.058105469	0.066894531	4	2	0.238019084
0.074707031	0.664550781	4	2	0.231737501
1.164550781	0.333496094	4	2	0.248087706
0.593261719	0.859863281	4	2	0.246859229
2.532714844	0.737792969	4	2	0.234224978
2.717285156	0.672363281	4	2	0.226166382
0.227050781	0.524902344	4	2	0.231977083
2.031738281	0.986816406	4	2	0.239009816
2.339355469	0.973144531	4	2	0.235319149
2.084472656	0.812011719	4	2	0.238217104
0.411621094	0.271972656	4	2	0.235341052
1.521972656	0.539550781	4	2	0.243476709
0.810058594	0.216308594	4	2	0.244542889
0.918457031	0.739746094	4	2	0.249497848
2.315917969	0.343261719	4	2	0.235669694
1.557128906	0.613769531	4	2	0.243254818
2.289550781	0.707519531	4	2	0.236108154
0.288574219	0.102050781	4	2	0.228804741
0.897949219	0.023925781	4	2	0.244854202
1.981933594	0.389160156	4	2	0.239560909
1.223144531	0.310058594	4	2	0.247015446
1.841308594	0.420410156	4	2	0.240134565
0.206542969	0.184082031	4	2	0.230975812
1.691894531	0.528808594	4	2	0.242368046
1.193847656	0.702636719	4	2	0.24567771
1.756347656	0.342285156	4	2	0.239803545
2.556152344	0.120605469	4	2	0.234421786
